source,date,assertionType,evidenceType,exactText,prefix,suffix,modality,statementType,drug1Lab,drug1Role,drug1Type,drug1rxc,dose1,drug2Lab,drug2Role,drug2Type,drug2rxc,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 15:43:15 -0400,drug-drug-interaction,evidence-supports,"Carbamazepine is contraindicated with MAOIs, including selegiline [see Contraindications (4), Warnings and Precautions (5.3) and Clinical Pharmacology (12.3)]. ",7.4 Effect of Other Drugs on EMSAM  ,,ncit:positive,ncit:Qualitative,selegiline,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,Carbamazepine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2002,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 15:43:15 -0400,drug-drug-interaction,evidence-supports,"No dose adjustment for EMSAM is needed when EMSAM is used concomitantly with alcohol, alprazolam, ibuprofen, olanzapine, risperidone, levothyroxine, and CYP3A4 inhibitors (e.g., ketoconazole). No clinically meaningful change in selegiline exposure was seen when EMSAM was co-administered with alcohol, alprazolam, ibuprofen, olanzapine, risperidone, levothyroxine, and ketoconazole [see Clinical Pharmacology (12.3)]. ",Clinical Pharmacology (12.3) ] .  ,,ncit:negative,ncit:Qualitative,EMSAM,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,,ketoconazole,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6135,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 15:45:10 -0400,DDI-clinical-trial,evidence-supports,"Alprazolam    In subjects who had received EMSAM 6 mg per 24 hours for 7 days, co-administration with alprazolam (15 mg per day), a CYP3A4 and CYP3A5 substrate, did not affect the pharmacokinetics of alprazolam or selegiline [see Drug Interactions (7.4) and (7.5)]. ",,,ncit:negative,ncit:quantitative,EMSAM,dikbD2R:object-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,alprazolam,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/596,15,Daily,Oral,7,Daily,Oral,7,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 15:51:47 -0400,DDI-clinical-trial,evidence-supports,"Carbamazepine    Carbamazepine is an enzyme inducer and typically causes decreases in drug exposure; however, approximately 2-fold increased systemic exposure of selegiline and its metabolites, L-amphetamine and L-methamphetamine were seen after single application of EMSAM 6 mg per 24 hours in subjects who had received carbamazepine (400 mg per day) for 14 days. Changes in plasma selegiline concentrations were nearly 2-fold and variable across the subject population. Such increases may increase the risk of a hypertensive crisis when carbamazepine is used with EMSAM at any dose [see Contraindications (4), Warnings and Precautions (5.3) and Drug Interaction (7.4)].",,,ncit:positive,ncit:quantitative,carbamazepine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2002,400,selegiline,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,6,SD,Oral,1,Daily,Oral,14,Unk,2,Fold,Increase,Unk,UNK,UNK,2,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Warfarin    Warfarin is a substrate for CYP2C9 and CYP3A4 metabolism pathways. In healthy volunteers titrated with Coumadin®# (warfarin sodium) to clinical levels of anticoagulation (INR of 1.5 to 2), co-administration with EMSAM 6 mg per 24 hours for 7 days did not affect the pharmacokinetics of the individual warfarin enantiomers. EMSAM did not alter the clinical pharmacodynamic effects of warfarin as measured by INR, Factor VII or Factor X levels [see Drug Interactions (7.4) and (7.5)].",,,ncit:negative,ncit:quantitative,EMSAM,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,warfarin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/11289,Unk,UNK,UNK,Unk,Daily,Oral,7,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Risperidone    In subjects who had received EMSAM 6 mg per 24 hours for 10 days, co-administration with risperidone (2 mg per day for 7 days), a substrate for CYP2D6, did not affect the pharmacokinetics of selegiline or risperidone [see Drug Interactions (7.4) and (7.5)].    Warfarin",,,ncit:negative,ncit:quantitative,EMSAM,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,risperidone,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/35636,2,Daily,Oral,7,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Ketoconazole    Seven-day treatment with ketoconazole (200 mg per day), a potent inhibitor of CYP3A4, did not affect the steady-state pharmacokinetics of selegiline in subjects who received EMSAM 6 mg per 24 hours for 7 days and no differences in the pharmacokinetics of ketoconazole were observed [see Drug Interactions (7.4) and (7.5)]. ",,,ncit:negative,ncit:quantitative,selegiline,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,6,ketoconazole,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6135,200,Daily,Oral,7,Daily,Oral,7,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Olanzapine    In subjects who had received EMSAM 6 mg per 24 hours for 10 days, co-administration with olanzapine, a substrate for CYP1A2, CYP2D6, and possibly CYP2A6, did not affect the pharmacokinetics of selegiline or olanzapine [see Drug Interactions (7.4) and (7.5)].",,,ncit:negative,ncit:quantitative,EMSAM,dikbD2R:object-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,olanzapine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,Daily,Oral,10,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Risperidone    In subjects who had received EMSAM 6 mg per 24 hours for 10 days, co-administration with risperidone (2 mg per day for 7 days), a substrate for CYP2D6, did not affect the pharmacokinetics of selegiline or risperidone [see Drug Interactions (7.4) and (7.5)].",,,ncit:negative,ncit:quantitative,EMSAM,dikbD2R:object-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,risperidone,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/35636,2,Daily,Oral,10,Daily,Oral,7,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Pseudoephedrine    EMSAM 6 mg per 24 hours for 10 days, co-administered with pseudoephedrine (60 mg, 3 times a day) did not affect the pharmacokinetics of pseudoephedrine. There were no clinically significant changes in blood pressure during pseudoephedrine administration alone, or in combination with EMSAM [see Drug Interactions (7.4) and (7.5)]. ",,,ncit:negative,ncit:quantitative,pseudoephedrine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,60,EMSAM,dikbD2R:precipitant-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,TID,Oral,Unk,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/b891bd9f-fdb8-4862-89c5-ecdd700398a3.html,2015-09-03 16:19:40 -0400,DDI-clinical-trial,evidence-supports,"Levothyroxine    In healthy subjects who had received EMSAM 6 mg per 24 hours for 10 days, single dose administration with levothyroxine (150 mcg) did not alter the pharmacokinetics of either selegiline or levothyroxine [see Drug Interactions (7.4) and (7.5)].",,,ncit:negative,ncit:quantitative,levothyroxine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,0.15,EMSAM,dikbD2R:object-drug-of-interaction,dikbD2R:drug-product,http://purl.bioontology.org/ontology/RXNORM/,6,Daily,Oral,10,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"In a study of 13 healthy, male volunteers, a single 40 mg dose of tacrine added to fluvoxamine 100 mg/day administered at steady-state was associated with 5- and 8-fold increases in tacrine Cmax and AUC, respectively, compared to the administration of tacrine alone. Five subjects experienced nausea, vomiting, sweating, and diarrhea following coadministration, consistent with the cholinergic effects of tacrine. ",    Tacrine   ,,ncit:positive,ncit:quantitative,fluvoxamine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42355,40,tacrine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/10318,100,SD,Oral,1,Daily,Oral,Unk,13,8,Fold,Increase,Unk,UNK,UNK,5,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of fluvoxamine maleate 100 mg per day with atenolol 100 mg per day (N = 6) did not affect the plasma concentrations of atenolol. Unlike propranolol and metoprolol which undergo hepatic metabolism, atenolol is eliminated primarily by renal excretion. ","tablets, a reduction in the initial beta-blocker dose and more cautious dose titration are recommended. No dosage adjustment is required for fluvoxamine maleate tablets.  ",,ncit:negative,ncit:quantitative,atenolol,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/1202,100,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,100,Daily,Oral,Unk,Daily,Oral,Unk,6,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",Tricyclic Antidepressants (TCAs)   ,,ncit:positive,ncit:Qualitative,clomipramine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2597,,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"A study of multiple doses of fluvoxamine maleate (50 mg b.i.d.) in healthy male volunteers (N = 12) and a single dose of lorazepam (4 mg single dose) indicated no significant pharmacokinetic interaction. On average, both lorazepam alone and lorazepam with fluvoxamine produced substantial decrements in cognitive functioning; however, the coadministration of fluvoxamine and lorazepam did not produce larger mean decrements compared to lorazepam alone. ",   Lorazepam  ,,ncit:negative,ncit:quantitative,fluvoxamine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42355,4,lorazepam,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6470,50,BID,Oral,Unk,SD,Oral,1,12,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of fluvoxamine maleate 100 mg per day and propranolol 160 mg per day in normal volunteers resulted in a mean 5-fold increase (range 2 to 17) in minimum propranolol plasma concentrations. In this study, there was a slight potentiation of the propranolol-induced reduction in heart rate and reduction in the exercise diastolic pressure. ",Propranolol and Other Beta-Blockers   ,,ncit:positive,ncit:quantitative,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,160,propranolol,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8787,100,Daily,Oral,Unk,Daily,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,5,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,Administration of fluvoxamine maleate 100 mg daily for 18 days (N = 8) did not significantly affect the pharmacokinetics of a 1.25 mg single intravenous dose of digoxin. ,    Digoxin   ,,ncit:positive,ncit:quantitative,digoxin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/3407,100,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,1.25,SD,IV,1,Daily,Oral,18,8,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"A study of multiple doses of fluvoxamine maleate (50 mg b.i.d.) in healthy male volunteers (N = 12) and a single dose of lorazepam (4 mg single dose) indicated no significant pharmacokinetic interaction. On average, both lorazepam alone and lorazepam with fluvoxamine produced substantial decrements in cognitive functioning; however, the coadministration of fluvoxamine and lorazepam did not produce larger mean decrements compared to lorazepam alone. ",   Lorazepam  ,,ncit:negative,ncit:quantitative,lorazepam,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6470,4,fluvoxamine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42355,50,SD,Oral,1,BID,Oral,Unk,12,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",Tricyclic Antidepressants (TCAs)   ,,ncit:positive,ncit:Qualitative,amitriptyline,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/704,,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced.",Tricyclic Antidepressants (TCAs)   ,,ncit:positive,ncit:Qualitative,imipramine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/5691,,fluvoxamine maleate,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/203143,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 10:25:07 -0400,drug-drug-interaction,evidence-supports,"In vitro drug interaction studies reveal that paroxetine inhibits CYP2D6. Clinical drug interaction studies have been performed with substrates of CYP2D6 and show that paroxetine can inhibit the metabolism of drugs metabolized by CYP2D6 including desipramine, risperidone, and atomoxetine (see PRECAUTIONS: Drug Interactions).",DOSAGE AND ADMINISTRATION ).  Drug-Drug Interactions    ,,ncit:positive,ncit:Qualitative,desipramine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/3247,,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 10:25:07 -0400,drug-drug-interaction,evidence-supports,"In vitro drug interaction studies reveal that paroxetine inhibits CYP2D6. Clinical drug interaction studies have been performed with substrates of CYP2D6 and show that paroxetine can inhibit the metabolism of drugs metabolized by CYP2D6 including desipramine, risperidone, and atomoxetine (see PRECAUTIONS: Drug Interactions).",DOSAGE AND ADMINISTRATION ).  Drug-Drug Interactions    ,,ncit:positive,ncit:Qualitative,risperidone,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/35636,,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 10:25:07 -0400,drug-drug-interaction,evidence-supports,"In vitro drug interaction studies reveal that paroxetine inhibits CYP2D6. Clinical drug interaction studies have been performed with substrates of CYP2D6 and show that paroxetine can inhibit the metabolism of drugs metabolized by CYP2D6 including desipramine, risperidone, and atomoxetine (see PRECAUTIONS: Drug Interactions)",DOSAGE AND ADMINISTRATION ).  Drug-Drug Interactions    ,,ncit:positive,ncit:Qualitative,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,,atomoxetine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/38400,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 11:00:37 -0400,DDI-clinical-trial,evidence-supports,"Cimetidine inhibits many cytochrome P450 (oxidative) enzymes. In a study where paroxetine (30 mg once daily) was dosed orally for 4 weeks, steady-state plasma concentrations of paroxetine were increased by approximately 50% during coadministration with oral cimetidine (300 mg three times daily) for the final week. Therefore, when these drugs are administered concurrently, dosage adjustment of paroxetine after the 20 mg starting dose should be guided by clinical effect. The effect of paroxetine on cimetidine’s pharmacokinetics was not studied.",may be affected by the induction or inhibition of drug-metabolizing enzymes.  Cimetidine  ,,ncit:positive,ncit:quantitative,paroxetine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,30,cimetidine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/2541,300,Daily,Oral,28,TID,Oral,7,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 11:03:10 -0400,DDI-clinical-trial,evidence-supports,"Phenobarbital induces many cytochrome P450 (oxidative) enzymes. When a single oral 30 mg dose of paroxetine was administered at phenobarbital steady state (100 mg once daily for 14 days), paroxetine AUC and T½ were reduced (by an average of 25% and 38%, respectively) compared to paroxetine administered alone. The effect of paroxetine on phenobarbital pharmacokinetics was not studied. Since paroxetine exhibits nonlinear pharmacokinetics, the results of this study may not address the case where the 2 drugs are both being chronically dosed. No initial dosage adjustment of paroxetine is considered necessary when coadministered with phenobarbital; any subsequent adjustment should be guided by clinical effect.",on cimetidine’s pharmacokinetics was not studied.  Phenobarbital  ,,ncit:positive,ncit:quantitative,phenobarbital,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8134,100,paroxetine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,30,SD,Oral,1,Daily,Oral,14,Unk,25,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK,38,Percent,Decrease
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 11:03:10 -0400,DDI-clinical-trial,evidence-supports,"When a single oral 30 mg dose of paroxetine was administered at phenytoin steady state (300 mg once daily for 14 days), paroxetine AUC and T½ were reduced (by an average of 50% and 35%, respectively) compared to paroxetine administered alone. In a separate study, when a single oral 300 mg dose of phenytoin was administered at paroxetine steady state (30 mg once daily for 14 days), phenytoin AUC was slightly reduced (12% on average) compared to phenytoin administered alone. Since both drugs exhibit nonlinear pharmacokinetics, the above studies may not address the case where the 2 drugs are both being chronically dosed. No initial dosage adjustments are considered necessary when these drugs are coadministered; any subsequent adjustments should be guided by clinical effect (see ADVERSE REACTIONS: Postmarketing Reports).",; any subsequent adjustment should be guided by clinical effect.  Phenytoin  ,,ncit:positive,ncit:quantitative,paroxetine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,30,phenytoin,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8183,300,SD,Oral,1,Daily,Oral,14,Unk,50,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK,35,Percent,Decrease
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 11:21:10 -0400,DDI-clinical-trial,evidence-supports,"When a single oral 30 mg dose of paroxetine was administered at phenytoin steady state (300 mg once daily for 14 days), paroxetine AUC and T½ were reduced (by an average of 50% and 35%, respectively) compared to paroxetine administered alone. In a separate study, when a single oral 300 mg dose of phenytoin was administered at paroxetine steady state (30 mg once daily for 14 days), phenytoin AUC was slightly reduced (12% on average) compared to phenytoin administered alone. Since both drugs exhibit nonlinear pharmacokinetics, the above studies may not address the case where the 2 drugs are both being chronically dosed. No initial dosage adjustments are considered necessary when these drugs are coadministered; any subsequent adjustments should be guided by clinical effect (see ADVERSE REACTIONS: Postmarketing Reports).",; any subsequent adjustment should be guided by clinical effect.  Phenytoin  ,,ncit:positive,ncit:quantitative,phenytoin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/8183,300,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,30,SD,Oral,1,Daily,Oral,14,Unk,12,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 11:21:10 -0400,DDI-clinical-trial,evidence-supports,"Concomitant use of paroxetine with risperidone, a CYP2D6 substrate has also been evaluated. In 1 study, daily dosing of paroxetine 20 mg in patients stabilized on risperidone (4 to 8 mg/day) increased mean plasma concentrations of risperidone approximately 4-fold, decreased 9-hydroxyrisperidone concentrations approximately 10%, and increased concentrations of the active moiety (the sum of risperidone plus 9-hydroxyrisperidone) approximately 1.4-fold.",, The effect of,ncit:positive,ncit:quantitative,9-hydroxyrisperidone,dikbD2R:object-drug-of-interaction,dikbD2R:metabolite,http://purl.bioontology.org/ontology/RXNORM/679314,4-8,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,20,Daily,Oral,Unk,Daily,Oral,Unk,Unk,10,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/326e8ab0-6886-4749-9544-885b37070051.html,2015-09-14 11:21:10 -0400,drug-drug-interaction,evidence-supports,"An in vivo interaction study involving the coadministration under steady-state conditions of paroxetine and terfenadine, a substrate for cytochrome CYP3A4, revealed no effect of paroxetine on terfenadine pharmacokinetics.",," In addition,",ncit:negative,ncit:Qualitative,paroxetine,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/32937,,terfenadine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42330,,,,,,,,,,,,,,,,,,,,
