source,date,assertionType,evidenceType,exactText,modality,statementType,drug1Lab,drug1Type,drug1Role,dose1,drug2Lab,drug2Type,drug2Role,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",ncit:positive,ncit:Qualitative,amitriptyline,active-ingredient,object-drug-of-interaction,,fluvoxamine maleate,active-ingredient,precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced.",ncit:positive,ncit:Qualitative,imipramine,active-ingredient,object-drug-of-interaction,,fluvoxamine maleate,active-ingredient,precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:41:16,DDI-clinical-trial,evidence-supports,"Olanzapine — Fluoxetine (60 mg single dose or 60 mg daily dose for 8 days) causes a small (mean 16%) increase in the maximum concentration of olanzapine and a small (mean 16%) decrease in olanzapine clearance. The magnitude of the impact of this factor is small in comparison to the overall variability between individuals, and therefore dose modification is not routinely recommended. ",ncit:positive,ncit:quantitative,Fluoxetine,active-ingredient,precipitant-drug-of-interaction,Unk,olanzapine,active-ingredient,object-drug-of-interaction,60,UNK,UNK,Unk,Daily,Oral,8,Unk,Unk,UNK,UNK,16,Percent,Decrease,16,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:41:16,DDI-clinical-trial,evidence-supports,"Drugs Metabolized by CYP3A4 — In an in vivo interaction study involving coadministration of fluoxetine with single doses of terfenadine (a CYP3A4 substrate), no increase in plasma terfenadine concentrations occurred with concomitant fluoxetine. ",ncit:negative,ncit:quantitative,fluoxetine,active-ingredient,precipitant-drug-of-interaction,Unk,terfenadine,active-ingredient,object-drug-of-interaction,Unk,SD,UNK,1,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,drug-drug-interaction,evidence-supports,Benzodiazepines — The half-life of concurrently administered diazepam may be prolonged in some patients [see Clinical Pharmacology (12.3)]. Coadministration of alprazolam and fluoxetine has resulted in increased alprazolam plasma concentrations and in further psychomotor performance decrement due to increased alprazolam levels. ,ncit:positive,ncit:Qualitative,fluoxetine,active-ingredient,precipitant-drug-of-interaction,,alprazolam,active-ingredient,object-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,drug-drug-interaction,evidence-supports,Anticonvulsants — Patients on stable doses of phenytoin and carbamazepine have developed elevated plasma anticonvulsant concentrations and clinical anticonvulsant toxicity following initiation of concomitant fluoxetine treatment.,ncit:positive,ncit:Qualitative,carbamazepine,active-ingredient,object-drug-of-interaction,,fluoxetine,active-ingredient,precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,drug-drug-interaction,evidence-supports,Lithium — There have been reports of both increased and decreased lithium levels when lithium was used concomitantly with fluoxetine. Cases of lithium toxicity and increased serotonergic effects have been reported. Lithium levels should be monitored when these drugs are administered concomitantly [see Warnings and Precautions (5.2)]. ,ncit:positive,ncit:Qualitative,Lithium,active-ingredient,object-drug-of-interaction,,fluoxetine,active-ingredient,precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,DDI-clinical-trial,evidence-supports,"Tricyclic Antidepressants (TCAs) — In 2 studies, previously stable plasma levels of imipramine and desipramine have increased greater than 2- to 10-fold when fluoxetine has been administered in combination. This influence may persist for 3 weeks or longer after fluoxetine is discontinued. Thus, the dose of TCAs may need to be reduced and plasma TCA concentrations may need to be monitored temporarily when fluoxetine is coadministered or has been recently discontinued [see Warnings and Precautions (5.2) and Clinical Pharmacology (12.3)]. ",ncit:positive,ncit:quantitative,fluoxetine,active-ingredient,precipitant-drug-of-interaction,Unk,imipramine,active-ingredient,object-drug-of-interaction,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,2 to 10,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,drug-drug-interaction,evidence-supports,Anticonvulsants — Patients on stable doses of phenytoin and carbamazepine have developed elevated plasma anticonvulsant concentrations and clinical anticonvulsant toxicity following initiation of concomitant fluoxetine treatment. ,ncit:positive,ncit:Qualitative,fluoxetine,active-ingredient,precipitant-drug-of-interaction,,phenytoin,active-ingredient,object-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,drug-drug-interaction,evidence-supports,Antipsychotics — Some clinical data suggests a possible pharmacodynamic and/or pharmacokinetic interaction between SSRIs and antipsychotics. Elevation of blood levels of haloperidol and clozapine has been observed in patients receiving concomitant fluoxetine. ,ncit:positive,ncit:Qualitative,clozapine,active-ingredient,object-drug-of-interaction,,fluoxetine,active-ingredient,precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,DDI-clinical-trial,evidence-supports,"Tricyclic Antidepressants (TCAs) — In 2 studies, previously stable plasma levels of imipramine and desipramine have increased greater than 2- to 10-fold when fluoxetine has been administered in combination. This influence may persist for 3 weeks or longer after fluoxetine is discontinued. Thus, the dose of TCAs may need to be reduced and plasma TCA concentrations may need to be monitored temporarily when fluoxetine is coadministered or has been recently discontinued [see Warnings and Precautions (5.2) and Clinical Pharmacology (12.3)]. ",ncit:positive,ncit:quantitative,desipramine,active-ingredient,object-drug-of-interaction,Unk,fluoxetine,active-ingredient,precipitant-drug-of-interaction,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,2 to 10,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47,drug-drug-interaction,evidence-supports,Antipsychotics — Some clinical data suggests a possible pharmacodynamic and/or pharmacokinetic interaction between SSRIs and antipsychotics. Elevation of blood levels of haloperidol and clozapine has been observed in patients receiving concomitant fluoxetine. ,ncit:positive,ncit:Qualitative,haloperidol,active-ingredient,object-drug-of-interaction,,fluoxetine,active-ingredient,precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,Combined administration of racemic citalopram (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam. ,ncit:negative,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,0.25,triazolam,active-ingredient,object-drug-of-interaction,40,SD,Oral,1,Daily,Oral,28,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of 400 mg twice a day cimetidine for 8 days resulted in an increase in citalopram AUC and Cmax of 43% and 39%, respectively. The clinical significance of these findings is unknown. ",ncit:positive,ncit:quantitative,citalopram,active-ingredient,object-drug-of-interaction,400,cimetidine,active-ingredient,precipitant-drug-of-interaction,40,Daily,Oral,21,Daily,Oral,8,Unk,43,Percent,Increase,Unk,UNK,UNK,39,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Combined administration of racemic citalopram (40 mg) and ketoconazole (200 mg), a potent CYP3A4 inhibitor, decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram. ",ncit:positive,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,200,ketoconazole,active-ingredient,object-drug-of-interaction,40,UNK,Oral,Unk,UNK,Oral,Unk,Unk,21,Percent,Decrease,Unk,UNK,UNK,10,Percent,Decrease,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Combined administration of racemic citalopram (40 mg/day for 14 days) and carbamazepine (titrated to 400 mg/day for 35 days) did not significantly affect the pharmacokinetics of carbamazepine, a CYP3A4 substrate. Although trough citalopram plasma levels were unaffected, given the enzyme-inducing properties of carbamazepine, the possibility that carbamazepine might increase the clearance of escitalopram should be considered if the two drugs are coadministered. ",ncit:negative,ncit:quantitative,carbamazepine,active-ingredient,object-drug-of-interaction,40,citalopram,active-ingredient,precipitant-drug-of-interaction,400,Daily,Oral,35,Daily,Oral,14,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,Combined administration of racemic citalopram (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam.,ncit:negative,ncit:quantitative,citalopram,active-ingredient,object-drug-of-interaction,40,triazolam,active-ingredient,precipitant-drug-of-interaction,0.25,Daily,Oral,28,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,Combined administration of racemic citalopram (40 mg/day for 21 days) and the CYP1A2 substrate theophylline (single dose of 300 mg) did not affect the pharmacokinetics of theophylline. The effect of theophylline on the pharmacokinetics of citalopram was not evaluated. ,ncit:negative,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,300,theophylline,active-ingredient,object-drug-of-interaction,40,SD,Oral,1,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of citalopram and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin. ",ncit:negative,ncit:quantitative,citalopram,active-ingredient,object-drug-of-interaction,40,digoxin,active-ingredient,precipitant-drug-of-interaction,1,Daily,Oral,21,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Coadministration of racemic citalopram (40 mg/day for 10 days) and lithium (30 mmol/day for 5 days) had no significant effect on the pharmacokinetics of citalopram or lithium. Nevertheless, plasma lithium levels should be monitored with appropriate adjustment to the lithium dose in accordance with standard clinical practice. Because lithium may enhance the serotonergic effects of escitalopram, caution should be exercised when Lexapro and lithium are coadministered. ",ncit:negative,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,30 mmol,lithium,active-ingredient,object-drug-of-interaction,40,Daily,IV,5,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"In vitro studies indicated that CYP3A4 and -2C19 are the primary enzymes involved in the metabolism of escitalopram. However, coadministration of escitalopram (20 mg) and ritonavir (600 mg), a potent inhibitor of CYP3A4, did not significantly affect the pharmacokinetics of escitalopram. Because escitalopram is metabolized by multiple enzyme systems, inhibition of a single enzyme may not appreciably decrease escitalopram clearance.",ncit:negative,ncit:quantitative,ritonavir,active-ingredient,precipitant-drug-of-interaction,20,escitalopram,active-ingredient,object-drug-of-interaction,600,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of citalopram and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin. ",ncit:negative,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,1,digoxin,active-ingredient,object-drug-of-interaction,40,SD,Oral,1,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Administration of 40 mg/day racemic citalopram for 21 days did not affect the pharmacokinetics of warfarin, a CYP3A4 substrate. Prothrombin time was increased by 5%, the clinical significance of which is unknown. ",ncit:negative,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,Unk,warfarin,active-ingredient,object-drug-of-interaction,40,UNK,UNK,Unk,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Combined administration of a single dose of ritonavir (600 mg), both a CYP3A4 substrate and a potent inhibitor of CYP3A4, and escitalopram (20 mg) did not affect the pharmacokinetics of either ritonavir or escitalopram. ",ncit:negative,ncit:quantitative,escitalopram,active-ingredient,object-drug-of-interaction,20,ritonavir,active-ingredient,precipitant-drug-of-interaction,600,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"In a controlled study, a single dose of pimozide 2 mg co-administered with racemic citalopram 40 mg given once daily for 11 days was associated with a mean increase in QTc values of approximately 10 msec compared to pimozide given alone. Racemic citalopram did not alter the mean AUC or Cmax of pimozide. The mechanism of this pharmacodynamic interaction is not known. ",ncit:negative,ncit:quantitative,pimozide,active-ingredient,object-drug-of-interaction,40,citalopram,active-ingredient,precipitant-drug-of-interaction,2,SD,Oral,1,Daily,Oral,11,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Combined administration of racemic citalopram (40 mg) and ketoconazole (200 mg), a potent CYP3A4 inhibitor, decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram. ",ncit:negative,ncit:quantitative,citalopram,active-ingredient,object-drug-of-interaction,400,ketoconazole,active-ingredient,precipitant-drug-of-interaction,200,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"In vitro studies did not reveal an inhibitory effect of escitalopram on CYP2D6. In addition, steady state levels of racemic citalopram were not significantly different in poor metabolizers and extensive CYP2D6 metabolizers after multiple-dose administration of citalopram, suggesting that coadministration, with escitalopram, of a drug that inhibits CYP2D6, is unlikely to have clinically significant effects on escitalopram metabolism. However, there are limited in vivo data suggesting a modest CYP2D6 inhibitory effect for escitalopram, i.e., coadministration of escitalopram (20 mg/day for 21 days) with the tricyclic antidepressant desipramine (single dose of 50 mg), a substrate for CYP2D6, resulted in a 40% increase in Cmax and a 100% increase in AUC of desipramine. The clinical significance of this finding is unknown. Nevertheless, caution is indicated in the coadministration of escitalopram and drugs metabolized by CYP2D6. ",ncit:positive,ncit:quantitative,desipramine,active-ingredient,object-drug-of-interaction,20,escitalopram,active-ingredient,precipitant-drug-of-interaction,50,SD,Oral,1,Daily,Oral,21,Unk,100,Percent,Increase,Unk,UNK,UNK,40,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Coadministration of racemic citalopram (40 mg/day for 10 days) and lithium (30 mmol/day for 5 days) had no significant effect on the pharmacokinetics of citalopram or lithium. Nevertheless, plasma lithium levels should be monitored with appropriate adjustment to the lithium dose in accordance with standard clinical practice. Because lithium may enhance the serotonergic effects of escitalopram, caution should be exercised when Lexapro and lithium are coadministered",ncit:negative,ncit:quantitative,lithium,active-ingredient,precipitant-drug-of-interaction,30 mmol,citalopram,active-ingredient,object-drug-of-interaction,40,Daily,Oral,10,Daily,IV,5,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,Administration of 20 mg/day Lexapro for 21 days in healthy volunteers resulted in a 50% increase in Cmax and 82% increase in AUC of the beta-adrenergic blocker metoprolol (given in a single dose of 100 mg). Increased metoprolol plasma levels have been associated with decreased cardioselectivity. Coadministration of Lexapro and metoprolol had no clinically significant effects on blood pressure or heart rate. ,ncit:positive,ncit:quantitative,Lexapro,drug-product,precipitant-drug-of-interaction,100,metoprolol,active-ingredient,object-drug-of-interaction,20,SD,Oral,1,Daily,Oral,21,Unk,82,Percent,Increase,Unk,UNK,UNK,50,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56,DDI-clinical-trial,evidence-supports,"Combined administration of a single dose of ritonavir (600 mg), both a CYP3A4 substrate and a potent inhibitor of CYP3A4, and escitalopram (20 mg) did not affect the pharmacokinetics of either ritonavir or escitalopram. ",ncit:negative,ncit:quantitative,escitalopram,active-ingredient,precipitant-drug-of-interaction,600,ritonavir,active-ingredient,object-drug-of-interaction,20,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,"Imipramine and Other Tricyclic Antidepressants (TCAs) - In vitro studies suggest that citalopram is a relatively weak inhibitor of CYP2D6. Coadministration of Celexa (40 mg/day for 10 days) with the TCA imipramine (single dose of 100 mg), a substrate for CYP2D6, did not significantly affect the plasma concentrations of imipramine or citalopram. However, the concentration of the imipramine metabolite desipramine was increased by approximately 50%. The clinical significance of the desipramine change is unknown. Nevertheless, caution is indicated in the coadministration of TCAs with Celexa.",ncit:positive,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,Unk,desipramine,metabolite,object-drug-of-interaction,40,UNK,UNK,Unk,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,50,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,"Warfarin - Administration of 40 mg/day Celexa for 21 days did not affect the pharmacokinetics of warfarin, a CYP3A4 substrate. Prothrombin time was increased by 5%, the clinical significance of which is unknown.",ncit:negative,ncit:quantitative,Celexa,drug-product,precipitant-drug-of-interaction,Unk,warfarin,active-ingredient,object-drug-of-interaction,40,UNK,UNK,Unk,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,Theophylline - Combined administration of Celexa (40 mg/day for 21 days) and the CYP1A2 substrate theophylline (single dose of 300 mg) did not affect the pharmacokinetics of theophylline. The effect of theophylline on the pharmacokinetics of citalopram was not evaluated.,ncit:negative,ncit:quantitative,theophylline,active-ingredient,object-drug-of-interaction,40,Celexa,drug-product,precipitant-drug-of-interaction,300,SD,Oral,1,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,"Ketoconazole - Combined administration of Celexa (40 mg) and ketoconazole (200 mg) decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram.",ncit:negative,ncit:quantitative,ketoconazole,active-ingredient,precipitant-drug-of-interaction,200,citalopram,active-ingredient,object-drug-of-interaction,40,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,"Carbamazepine - Combined administration of Celexa (40 mg/day for 14 days) and carbamazepine (titrated to 400 mg/day for 35 days) did not significantly affect the pharmacokinetics of carbamazepine, a CYP3A4 substrate. Although trough citalopram plasma levels were unaffected, given the enzyme-inducing properties of carbamazepine, the possibility that carbamazepine might increase the clearance of citalopram should be considered if the two drugs are coadministered.",ncit:negative,ncit:quantitative,Celexa,drug-product,precipitant-drug-of-interaction,400,carbamazepine,active-ingredient,object-drug-of-interaction,40,Daily,Oral,35,Daily,Oral,14,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,Triazolam - Combined administration of Celexa (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam.,ncit:negative,ncit:quantitative,triazolam,active-ingredient,precipitant-drug-of-interaction,0.25,Celexa,drug-product,object-drug-of-interaction,40,Daily,Oral,28,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,Metoprolol - Administration of 40 mg/day Celexa for 22 days resulted in a two-fold increase in the plasma levels of the beta-adrenergic blocker metoprolol. Increased metoprolol plasma levels have been associated with decreased cardioselectivity. Coadministration of Celexa and metoprolol had no clinically significant effects on blood pressure or heart rate.,ncit:positive,ncit:quantitative,Celexa,drug-product,precipitant-drug-of-interaction,Unk,metoprolol,active-ingredient,object-drug-of-interaction,40,UNK,UNK,Unk,Daily,Oral,22,Unk,Unk,UNK,UNK,Unk,UNK,UNK,2,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,"Ketoconazole - Combined administration of Celexa (40 mg) and ketoconazole (200 mg) decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram.",ncit:positive,ncit:quantitative,citalopram,active-ingredient,precipitant-drug-of-interaction,200,ketoconazole,active-ingredient,object-drug-of-interaction,40,UNK,Oral,Unk,UNK,Oral,Unk,Unk,21,Percent,Decrease,10,Percent,Decrease,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4259d9b1-de34-43a4-85a8-41dd214e9177.html,2015-09-09 13:53:12,DDI-clinical-trial,evidence-supports,"Imipramine and Other Tricyclic Antidepressants (TCAs) - In vitro studies suggest that citalopram is a relatively weak inhibitor of CYP2D6. Coadministration of Celexa (40 mg/day for 10 days) with the TCA imipramine (single dose of 100 mg), a substrate for CYP2D6, did not significantly affect the plasma concentrations of imipramine or citalopram. However, the concentration of the imipramine metabolite desipramine was increased by approximately 50%. The clinical significance of the desipramine change is unknown. Nevertheless, caution is indicated in the coadministration of TCAs with Celexa.",ncit:negative,ncit:quantitative,citalopram,active-ingredient,object-drug-of-interaction,40,Imipramine,active-ingredient,precipitant-drug-of-interaction,100,Daily,Oral,10,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
