source,date,assertionType,evidenceType,exactText,modality,statementType,drug1Lab,drug1Type,drug1Role,dose1,drug2Lab,drug2Type,drug2Role,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"In a study of 13 healthy, male volunteers, a single 40 mg dose of tacrine added to fluvoxamine 100 mg/day administered at steady-state was associated with 5- and 8-fold increases in tacrine Cmax and AUC, respectively, compared to the administration of tacrine alone. Five subjects experienced nausea, vomiting, sweating, and diarrhea following coadministration, consistent with the cholinergic effects of tacrine. ",ncit:positive,ncit:quantitative,fluvoxamine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,40,tacrine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,100,SD,Oral,1,Daily,Oral,Unk,13,8,Fold,Increase,Unk,UNK,UNK,5,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of fluvoxamine maleate 100 mg per day with atenolol 100 mg per day (N = 6) did not affect the plasma concentrations of atenolol. Unlike propranolol and metoprolol which undergo hepatic metabolism, atenolol is eliminated primarily by renal excretion. ",ncit:negative,ncit:quantitative,atenolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,100,fluvoxamine maleate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,100,Daily,Oral,Unk,Daily,Oral,Unk,6,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",ncit:positive,ncit:Qualitative,clomipramine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluvoxamine maleate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"A study of multiple doses of fluvoxamine maleate (50 mg b.i.d.) in healthy male volunteers (N = 12) and a single dose of lorazepam (4 mg single dose) indicated no significant pharmacokinetic interaction. On average, both lorazepam alone and lorazepam with fluvoxamine produced substantial decrements in cognitive functioning; however, the coadministration of fluvoxamine and lorazepam did not produce larger mean decrements compared to lorazepam alone. ",ncit:negative,ncit:quantitative,fluvoxamine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,4,lorazepam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,50,BID,Oral,Unk,SD,Oral,1,12,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of fluvoxamine maleate 100 mg per day and propranolol 160 mg per day in normal volunteers resulted in a mean 5-fold increase (range 2 to 17) in minimum propranolol plasma concentrations. In this study, there was a slight potentiation of the propranolol-induced reduction in heart rate and reduction in the exercise diastolic pressure. ",ncit:positive,ncit:quantitative,fluvoxamine maleate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,160,propranolol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,100,Daily,Oral,Unk,Daily,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,5,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,Administration of fluvoxamine maleate 100 mg daily for 18 days (N = 8) did not significantly affect the pharmacokinetics of a 1.25 mg single intravenous dose of digoxin. ,ncit:positive,ncit:quantitative,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,100,fluvoxamine maleate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,1.25,SD,IV,1,Daily,Oral,18,8,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,DDI-clinical-trial,evidence-supports,"A study of multiple doses of fluvoxamine maleate (50 mg b.i.d.) in healthy male volunteers (N = 12) and a single dose of lorazepam (4 mg single dose) indicated no significant pharmacokinetic interaction. On average, both lorazepam alone and lorazepam with fluvoxamine produced substantial decrements in cognitive functioning; however, the coadministration of fluvoxamine and lorazepam did not produce larger mean decrements compared to lorazepam alone. ",ncit:negative,ncit:quantitative,lorazepam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,4,fluvoxamine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,50,SD,Oral,1,BID,Oral,Unk,12,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced. ",ncit:positive,ncit:Qualitative,amitriptyline,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluvoxamine maleate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/53664f8d-3a93-9f2b-daee-380707e4062c.html,2015-09-10 15:01:13 -0400,drug-drug-interaction,evidence-supports,"Significantly increased plasma TCA levels have been reported with the coadministration of fluvoxamine maleate and amitriptyline, clomipramine or imipramine. Caution is indicated with the coadministration of fluvoxamine maleate tablets and TCAs; plasma TCA concentrations may need to be monitored, and the dose of TCA may need to be reduced.",ncit:positive,ncit:Qualitative,imipramine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluvoxamine maleate,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:41:16 -0400,DDI-clinical-trial,evidence-supports,"Olanzapine — Fluoxetine (60 mg single dose or 60 mg daily dose for 8 days) causes a small (mean 16%) increase in the maximum concentration of olanzapine and a small (mean 16%) decrease in olanzapine clearance. The magnitude of the impact of this factor is small in comparison to the overall variability between individuals, and therefore dose modification is not routinely recommended. ",ncit:positive,ncit:quantitative,Fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,Unk,olanzapine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,60,UNK,UNK,Unk,Daily,Oral,8,Unk,Unk,UNK,UNK,16,Percent,Decrease,16,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:41:16 -0400,DDI-clinical-trial,evidence-supports,"Drugs Metabolized by CYP3A4 — In an in vivo interaction study involving coadministration of fluoxetine with single doses of terfenadine (a CYP3A4 substrate), no increase in plasma terfenadine concentrations occurred with concomitant fluoxetine. ",ncit:negative,ncit:quantitative,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,Unk,terfenadine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Unk,SD,UNK,1,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,drug-drug-interaction,evidence-supports,Benzodiazepines — The half-life of concurrently administered diazepam may be prolonged in some patients [see Clinical Pharmacology (12.3)]. Coadministration of alprazolam and fluoxetine has resulted in increased alprazolam plasma concentrations and in further psychomotor performance decrement due to increased alprazolam levels. ,ncit:positive,ncit:Qualitative,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,alprazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,drug-drug-interaction,evidence-supports,Anticonvulsants — Patients on stable doses of phenytoin and carbamazepine have developed elevated plasma anticonvulsant concentrations and clinical anticonvulsant toxicity following initiation of concomitant fluoxetine treatment.,ncit:positive,ncit:Qualitative,carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,drug-drug-interaction,evidence-supports,Lithium — There have been reports of both increased and decreased lithium levels when lithium was used concomitantly with fluoxetine. Cases of lithium toxicity and increased serotonergic effects have been reported. Lithium levels should be monitored when these drugs are administered concomitantly [see Warnings and Precautions (5.2)]. ,ncit:positive,ncit:Qualitative,Lithium,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,DDI-clinical-trial,evidence-supports,"Tricyclic Antidepressants (TCAs) — In 2 studies, previously stable plasma levels of imipramine and desipramine have increased greater than 2- to 10-fold when fluoxetine has been administered in combination. This influence may persist for 3 weeks or longer after fluoxetine is discontinued. Thus, the dose of TCAs may need to be reduced and plasma TCA concentrations may need to be monitored temporarily when fluoxetine is coadministered or has been recently discontinued [see Warnings and Precautions (5.2) and Clinical Pharmacology (12.3)]. ",ncit:positive,ncit:quantitative,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,Unk,imipramine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,2 to 10,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,drug-drug-interaction,evidence-supports,Anticonvulsants — Patients on stable doses of phenytoin and carbamazepine have developed elevated plasma anticonvulsant concentrations and clinical anticonvulsant toxicity following initiation of concomitant fluoxetine treatment. ,ncit:positive,ncit:Qualitative,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,phenytoin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,drug-drug-interaction,evidence-supports,Antipsychotics — Some clinical data suggests a possible pharmacodynamic and/or pharmacokinetic interaction between SSRIs and antipsychotics. Elevation of blood levels of haloperidol and clozapine has been observed in patients receiving concomitant fluoxetine. ,ncit:positive,ncit:Qualitative,clozapine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,DDI-clinical-trial,evidence-supports,"Tricyclic Antidepressants (TCAs) — In 2 studies, previously stable plasma levels of imipramine and desipramine have increased greater than 2- to 10-fold when fluoxetine has been administered in combination. This influence may persist for 3 weeks or longer after fluoxetine is discontinued. Thus, the dose of TCAs may need to be reduced and plasma TCA concentrations may need to be monitored temporarily when fluoxetine is coadministered or has been recently discontinued [see Warnings and Precautions (5.2) and Clinical Pharmacology (12.3)]. ",ncit:positive,ncit:quantitative,desipramine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,Unk,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,2 to 10,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f356c1b-96bd-4ef1-960c-91cf4905e6b1.html,2015-09-10 14:36:47 -0400,drug-drug-interaction,evidence-supports,Antipsychotics — Some clinical data suggests a possible pharmacodynamic and/or pharmacokinetic interaction between SSRIs and antipsychotics. Elevation of blood levels of haloperidol and clozapine has been observed in patients receiving concomitant fluoxetine. ,ncit:positive,ncit:Qualitative,haloperidol,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,,fluoxetine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,Combined administration of racemic citalopram (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam. ,ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,0.25,triazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,SD,Oral,1,Daily,Oral,28,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of 400 mg twice a day cimetidine for 8 days resulted in an increase in citalopram AUC and Cmax of 43% and 39%, respectively. The clinical significance of these findings is unknown. ",ncit:positive,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,400,cimetidine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,40,Daily,Oral,21,Daily,Oral,8,Unk,43,Percent,Increase,Unk,UNK,UNK,39,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"Combined administration of racemic citalopram (40 mg) and ketoconazole (200 mg), a potent CYP3A4 inhibitor, decreased the Cmax and AUC of ketoconazole by 21% and 10%, respectively, and did not significantly affect the pharmacokinetics of citalopram. ",ncit:positive,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,200,ketoconazole,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,UNK,Oral,Unk,UNK,Oral,Unk,Unk,21,Percent,Decrease,Unk,UNK,UNK,10,Percent,Decrease,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"Combined administration of racemic citalopram (40 mg/day for 14 days) and carbamazepine (titrated to 400 mg/day for 35 days) did not significantly affect the pharmacokinetics of carbamazepine, a CYP3A4 substrate. Although trough citalopram plasma levels were unaffected, given the enzyme-inducing properties of carbamazepine, the possibility that carbamazepine might increase the clearance of escitalopram should be considered if the two drugs are coadministered. ",ncit:negative,ncit:quantitative,carbamazepine,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,400,Daily,Oral,35,Daily,Oral,14,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,Combined administration of racemic citalopram (titrated to 40 mg/day for 28 days) and the CYP3A4 substrate triazolam (single dose of 0.25 mg) did not significantly affect the pharmacokinetics of either citalopram or triazolam.,ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,triazolam,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,0.25,Daily,Oral,28,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,Combined administration of racemic citalopram (40 mg/day for 21 days) and the CYP1A2 substrate theophylline (single dose of 300 mg) did not affect the pharmacokinetics of theophylline. The effect of theophylline on the pharmacokinetics of citalopram was not evaluated. ,ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,300,theophylline,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,SD,Oral,1,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of citalopram and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin. ",ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,1,Daily,Oral,21,SD,Oral,1,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"Coadministration of racemic citalopram (40 mg/day for 10 days) and lithium (30 mmol/day for 5 days) had no significant effect on the pharmacokinetics of citalopram or lithium. Nevertheless, plasma lithium levels should be monitored with appropriate adjustment to the lithium dose in accordance with standard clinical practice. Because lithium may enhance the serotonergic effects of escitalopram, caution should be exercised when Lexapro and lithium are coadministered. ",ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,30 mmol,lithium,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,Daily,IV,5,Daily,Oral,10,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"In vitro studies indicated that CYP3A4 and -2C19 are the primary enzymes involved in the metabolism of escitalopram. However, coadministration of escitalopram (20 mg) and ritonavir (600 mg), a potent inhibitor of CYP3A4, did not significantly affect the pharmacokinetics of escitalopram. Because escitalopram is metabolized by multiple enzyme systems, inhibition of a single enzyme may not appreciably decrease escitalopram clearance.",ncit:negative,ncit:quantitative,ritonavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,20,escitalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,600,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"In subjects who had received 21 days of 40 mg/day racemic citalopram, combined administration of citalopram and digoxin (single dose of 1 mg) did not significantly affect the pharmacokinetics of either citalopram or digoxin. ",ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,1,digoxin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,SD,Oral,1,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"Administration of 40 mg/day racemic citalopram for 21 days did not affect the pharmacokinetics of warfarin, a CYP3A4 substrate. Prothrombin time was increased by 5%, the clinical significance of which is unknown. ",ncit:negative,ncit:quantitative,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,Unk,warfarin,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,UNK,UNK,Unk,Daily,Oral,21,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"Combined administration of a single dose of ritonavir (600 mg), both a CYP3A4 substrate and a potent inhibitor of CYP3A4, and escitalopram (20 mg) did not affect the pharmacokinetics of either ritonavir or escitalopram. ",ncit:negative,ncit:quantitative,escitalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,20,ritonavir,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,600,UNK,Oral,Unk,UNK,Oral,Unk,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/13bb8267-1cab-43e5-acae-55a4d957630a.html,2015-09-09 14:15:56 -0400,DDI-clinical-trial,evidence-supports,"In a controlled study, a single dose of pimozide 2 mg co-administered with racemic citalopram 40 mg given once daily for 11 days was associated with a mean increase in QTc values of approximately 10 msec compared to pimozide given alone. Racemic citalopram did not alter the mean AUC or Cmax of pimozide. The mechanism of this pharmacodynamic interaction is not known. ",ncit:negative,ncit:quantitative,pimozide,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:object-drug-of-interaction,40,citalopram,http://dbmi-icode-01.dbmi.pitt.edu:2020/vocab/resource/active-ingredient,dikbD2R:precipitant-drug-of-interaction,2,SD,Oral,1,Daily,Oral,11,Unk,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK,Unk,UNK,UNK
